caccia	I-PER	O	
.	O	O	

Se	O	O	
tu	O	O	
provassi	O	O	
a	O	O	
morire	O	O	
!	O	O	

oh	O	O	
,	O	O	
allora	O	O	
,	O	O	
lodato	O	O	
il	O	O	
cielo	O	O	
,	O	O	
una	O	O	
buona	O	O	
rifiatata	O	O	
di	O	O	
mille	O	O	
petti	O	O	
,	O	O	
che	O	O	
si	O	O	
diffonderebbe	O	O	
dalla	O	O	
tua	B-GPE	O	
città	I-GPE	O	
,	O	O	
come	O	O	
un	O	O	
soffio	O	O	
di	O	O	
primavera	O	O	
,	O	O	
a	O	O	
tutti	O	O	
i	O	O	
punti	O	O	
del	O	O	
"	O	O	
bello	O	O	
italo	O	O	
regno	O	O	
.	O	O	
"	O	O	

Vivo	O	O	
,	O	O	
non	O	O	
avevi	O	O	
scritto	O	O	
altro	O	O	
che	O	O	
birbonate	O	O	
;	O	O	
morto	O	O	
te	O	O	
,	O	O	
erano	O	O	
tutte	O	O	
maravigile	O	O	
.	O	O	

Ti	O	O	
gabellavano	O	O	
per	O	O	
un	O	O	
asino	O	O	
?	O	O	

eccoti	O	O	
diventato	O	O	
un	O	O	
cigno	O	O	
;	O	O	
l	O	O	
'	O	O	
ultima	O	O	
tua	O	O	
ode	O	O	
era	O	O	
degna	O	O	
di	O	O	
Pindaro	B-PER	O	
.	O	O	

Prova	O	O	
a	O	O	
morire	O	O	
,	O	O	
e	O	O	
vedrai	O	O	
;	O	O	
ti	O	O	
faranno	O	O	
un	O	O	
funerale	O	O	
di	O	O	
prima	O	O	
classe	O	O	
,	O	O	
e	O	O	
tutta	O	O	
una	O	O	
cittadinanza	B-PER	O	
"	O	O	
dipinta	O	O	
di	O	O	
cordoglio	O	O	
"	O	O	
farà	O	O	
spalliera	O	O	
al	O	O	
cortèo	B-FAC	O	
,	O	O	
mentre	O	O	
tu	O	O	
,	O	O	
felice	B-PER	O	
grand	I-PER	O	
'	I-PER	O	
uomo	I-PER	O	
,	O	O	
traballerai	O	O	
nel	O	O	
tuo	B-VEH	O	
carro	I-VEH	O	
sotto	O	O	
una	O	O	
montagna	O	O	
di	O	O	
corone	O	O	
,	O	O	
che	O	O	
più	O	O	
non	O	O	
ebbe	O	O	
scudi	O	O	
addosso	O	O	
la	B-PER	O	
vergine	I-PER	O	
Tarpeia	I-PER	O	
,	O	O	
in	O	O	
premio	O	O	
del	O	O	
Campidoglio	B-LOC	O	
aperto	O	O	
ai	O	O	
Sabini	B-PER	O	
.	O	O	

Quanto	O	O	
a	O	O	
me	O	O	
,	O	O	
senti	O	O	
:	O	O	
ho	O	O	
già	O	O	
fatto	O	O	
testamento	O	O	
,	O	O	
e	O	O	
scritto	O	O	
in	O	O	
chiarissima	O	O	
forma	O	O	
:	O	O	
"	O	O	
Non	O	O	
voglio	O	O	
discorsi	O	O	
,	O	O	
nè	O	O	
marce	O	O	
funebri	O	O	
;	O	O	
nè	O	O	
bugie	O	O	
,	O	O	
nè	O	O	
stuonature	O	O	
.	O	O	

Voglio	O	O	
andare	O	O	
al	O	O	
mio	O	O	
ripostiglio	O	O	
di	O	O	
nottetempo	O	O	
;	O	O	
con	O	O	
due	B-PER	O	
amici	I-PER	O	
,	O	O	
se	O	O	
tanti	O	O	
me	O	O	
ne	O	O	
saranno	O	O	
rimasti	O	O	
,	O	O	
i	O	O	
quali	O	O	
si	O	O	
prenderanno	O	O	
cura	O	O	
di	O	O	
vigilare	O	O	
che	O	O	
le	O	O	
mie	O	O	
ossa	O	O	
vadano	O	O	
proprio	O	O	
al	O	O	
luogo	O	O	
assegnato	O	O	
,	O	O	
e	O	O	
un	B-PER	O	
altro	I-PER	O	
morto	I-PER	O	
non	O	O	
mi	O	O	
rubi	O	O	
la	O	O	
fossa	O	O	
.	O	O	
"	O	O	

Con	O	O	
questo	O	O	
prossimo	O	O	
benedetto	O	O	
,	O	O	
non	O	O	
si	O	O	
sa	O	O	
mai	O	O	
quel	O	O	
che	O	O	
possa	O	O	
succedere	O	O	
.	O	O	

Idee	O	O	
nere	O	O	
,	O	O	
dirai	O	O	
.	O	O	

Ma	O	O	
io	O	O	
,	O	O	
se	O	O	
rammenti	O	O	
,	O	O	
le	O	O	
ho	O	O	
sempre	O	O	
avute	O	O	
.	O	O	

A	O	O	
certe	O	O	
cose	O	O	
bisogna	O	O	
pensarci	O	O	
in	O	O	
tempo	O	O	
,	O	O	
per	O	O	
non	O	O	
esser	O	O	
poi	O	O	
colti	O	O	
alla	O	O	
sprovveduta	O	O	
.	O	O	

Quella	B-PER	O	
gran	I-PER	O	
diavola	I-PER	O	
della	I-PER	O	
falce	I-PER	O	
è	O	O	
così	O	O	
capricciosa	O	O	
!	O	O	

Già	O	O	
,	O	O	
donna	B-PER	O	
anche	I-PER	O	
lei	I-PER	O	
;	O	O	
ed	O	O	
io	O	O	
non	O	O	
voglio	O	O	
esser	O	O	
più	O	O	
corbellato	O	O	
.	O	O	

Errori	O	O	
,	O	O	
ne	O	O	
ho	O	O	
commessi	O	O	
molti	O	O	
,	O	O	
fin	O	O	
troppi	O	O	
,	O	O	
cercando	O	O	
l	O	O	
'	O	O	
introvabile	O	O	
.	O	O	

Povere	B-PER	O	
donne	I-PER	O	
,	O	O	
del	O	O	
resto	O	O	
!	O	O	

Ossequiate	O	O	
,	O	O	
lusingate	O	O	
,	O	O	
insidiate	O	O	
,	O	O	
ti	O	O	
amano	O	O	
per	O	O	
vanità	O	O	
:	O	O	
molte	B-PER	O	
,	O	O	
se	O	O	
sei	O	O	
ricco	O	O	
,	O	O	
sentono	O	O	
il	O	O	
bisogno	O	O	
di	O	O	
entrare	O	O	
nella	O	O	
tua	B-FAC	O	
casa	I-FAC	O	
;	O	O	
nessuna	B-PER	O	
il	O	O	
desiderio	O	O	
di	O	O	
penetrare	O	O	
nell	O	O	
'	O	O	
anima	O	O	
tua	O	O	
.	O	O	

Ed	O	O	
è	O	O	
strano	O	O	
contrasto	O	O	
;	O	O	
perchè	O	O	
noi	B-PER	O	
uomini	I-PER	O	
,	O	O	
chi	O	O	
più	O	O	
chi	O	O	
meno	O	O	
,	O	O	
avremmo	O	O	
tutti	B-PER	O	
la	O	O	
curiosità	O	O	
di	O	O	
penetrare	O	O	
nell	O	O	
'	O	O	
anima	O	O	
loro	O	O	
,	O	O	
anche	O	O	
a	O	O	
costo	O	O	
di	O	O	
non	O	O	
trovarci	O	O	
niente	O	O	
.	O	O	

Così	O	O	
l	O	O	
'	O	O	
amore	O	O	
,	O	O	
rinunziando	O	O	
al	O	O	
piacere	O	O	
dell	O	O	
'	O	O	
indagine	O	O	
psicologica	O	O	
,	O	O	
si	O	O	
riduce	O	O	
necessariamente	O	O	
ad	O	O	
uno	O	O	
scherzo	O	O	
,	O	O	
ad	O	O	
un	O	O	
grazioso	O	O	
errore	O	O	
commesso	O	O	
qualche	O	O	
volta	O	O	
per	O	O	
ardore	O	O	
di	O	O	
temperamento	O	O	
,	O	O	
più	O	O	
spesso	O	O	
per	O	O	
follia	O	O	
d	O	O	
'	O	O	
imitazione	O	O	
.	O	O	

Ah	O	O	
,	O	O	
il	O	O	
mondo	O	O	
non	O	O	
è	O	O	
più	O	O	
dei	O	O	
sensitivi	O	O	
.	O	O	

Si	O	O	
fanno	O	O	
tante	O	O	
cose	O	O	
per	O	O	
consuetudine	O	O	
,	O	O	
per	O	O	
vezzo	O	O	
,	O	O	
per	O	O	
moda	O	O	
,	O	O	
non	O	O	
ritrovandoci	O	O	
più	O	O	
il	O	O	
senso	O	O	
arcano	O	O	
dei	O	O	
loro	O	O	
principii	O	O	
;	O	O	
esempio	O	O	
l	O	O	
'	O	O	
andare	O	O	
in	O	O	
campagna	B-LOC	O	
,	O	O	
un	O	O	
piacere	O	O	
estivo	O	O	
,	O	O	
che	O	O	
si	O	O	
compra	O	O	
senza	O	O	
gustarlo	O	O	
,	O	O	
senza	O	O	
intenderlo	O	O	
,	O	O	
trasformandolo	O	O	
secondo	O	O	
l	O	O	
'	O	O	
uso	O	O	
della	O	O	
città	B-GPE	O	
.	O	O	

Dov	O	O	
'	O	O	
è	O	O	
strada	B-FAC	O	
piana	I-FAC	O	
,	O	O	
gli	B-PER	O	
uomini	I-PER	O	
portano	O	O	
la	B-VEH	O	
bicicletta	I-VEH	O	
;	O	O	
dov	O	O	
'	O	O	
è	O	O	
lago	B-LOC	O	
,	O	O	
il	B-VEH	O	
sandolino	I-VEH	O	
;	O	O	
da	O	O	
per	O	O	
tutto	O	O	
il	O	O	
lawn	O	O	
-	O	O	
tennis	O	O	
.	O	O	

In	O	O	
fin	O	O	
de	O	O	
'	O	O	
conti	O	O	
,	O	O	
meglio	O	O	
così	O	O	
;	O	O	
la	B-LOC	O	
campagna	I-LOC	O	
è	O	O	
tutta	O	O	
per	O	O	
me	O	O	
.	O	O	

Sono	O	O	
miei	O	O	
i	O	O	
folti	O	O	
castagni	O	O	
del	O	O	
bosco	B-LOC	O	
;	O	O	
miei	O	O	
gli	O	O	
olmi	O	O	
e	O	O	
i	O	O	
salici	O	O	
,	O	O	
i	O	O	
fràssini	O	O	
e	O	O	
gli	O	O	
ontàni	O	O	
del	O	O	
fiumo	B-LOC	O	
;	O	O	
mia	O	O	
la	O	O	
borraccina	O	O	
delle	O	O	
balze	O	O	
,	O	O	
donde	O	O	
si	O	O	
levano	O	O	
gli	O	O	
argentei	O	O	
pennacchi	O	O	
dei	O	O	
cardi	O	O	
,	O	O	
rilucenti	O	O	
ad	O	O	
una	O	O	
spera	O	O	
di	O	O	
sole	B-LOC	O	
.	O	O	

Questa	B-LOC	O	
campagna	I-LOC	O	
è	O	O	
bella	O	O	
,	O	O	
quantunque	O	O	
senza	O	O	
carattere	O	O	
.	O	O	

Salvator	B-PER	O	
Rosa	I-PER	O	
ci	O	O	
perderebbe	O	O	
l	O	O	
'	O	O	
ispirazione	O	O	
tormentata	O	O	
e	O	O	
robusta	O	O	
,	O	O	
Claudio	B-PER	O	
Lorenese	I-PER	O	
la	O	O	
sua	O	O	
placida	O	O	
e	O	O	
larga	O	O	
vena	O	O	
poetica	O	O	
.	O	O	

Non	O	O	
ci	O	O	
sono	O	O	
dirupi	O	O	
minacciosi	O	O	
,	O	O	
non	O	O	
classiche	O	O	
aperture	O	O	
d	O	O	
'	O	O	
orizzonti	O	O	
lontani	O	O	
.	O	O	

Così	O	O	
niente	O	O	
fa	O	O	
pensare	O	O	
,	O	O	
tutto	O	O	
fa	O	O	
vegetare	O	O	
;	O	O	
ottima	O	O	
cosa	O	O	
per	O	O	
me	O	O	
,	O	O	
che	O	O	
non	O	O	
ho	O	O	
più	O	O	
fantasia	O	O	
.	O	O	

Dov	O	O	
'	O	O	
è	O	O	
andata	O	O	
a	O	O	
finire	O	O	
?	O	O	

Sicuramente	O	O	
,	O	O	
l	O	O	
'	O	O	
ho	O	O	
fatta	O	O	
correr	O	O	
troppo	O	O	
.	O	O	

L	B-PER	O	
'	I-PER	O	
uomo	I-PER	O	
ha	O	O	
le	O	O	
sue	O	O	
quaranta	O	O	
libbre	O	O	
di	O	O	
sangue	O	O	
e	O	O	
le	O	O	
sue	O	O	
quattr	O	O	
'	O	O	
once	O	O	
d	O	O	
'	O	O	
ideale	O	O	
:	O	O	
se	O	O	
egli	O	O	
sa	O	O	
farne	O	O	
un	O	O	
uso	O	O	
discreto	O	O	
,	O	O	
bene	O	O	
;	O	O	
se	O	O	
no	O	O	
,	O	O	
addio	O	O	
roba	O	O	
.	O	O	

Io	O	O	
non	O	O	
iscrivo	O	O	
più	O	O	
una	O	O	
riga	O	O	
.	O	O	

Il	B-PER	O	
mio	I-PER	O	
Don	I-PER	O	
Giovanni	I-PER	O	
dorme	O	O	
.	O	O	

Buon	O	O	
poema	O	O	
,	O	O	
che	O	O	
voleva	O	O	
esprimer	O	O	
la	O	O	
vita	O	O	
veduta	O	O	
,	O	O	
collegandola	O	O	
coll	O	O	
'	O	O	
invisibile	O	O	
sentito	O	O	
!	O	O	

Non	O	O	
lo	O	O	
intendo	O	O	
più	O	O	
;	O	O	
ne	O	O	
rigiro	O	O	
per	O	O	
ogni	O	O	
verso	O	O	
la	O	O	
tela	O	O	
,	O	O	
e	O	O	
non	O	O	
ci	O	O	
trovo	O	O	
il	O	O	
vivagno	O	O	
;	O	O	
vedo	O	O	
il	O	O	
contorno	O	O	
e	O	O	
mi	O	O	
sfugge	O	O	
la	O	O	
linea	O	O	
,	O	O	
l	O	O	
'	O	O	
idea	O	O	
madre	O	O	
,	O	O	
che	O	O	
mi	O	O	
pareva	O	O	
già	O	O	
tanto	O	O	
chiara	O	O	
,	O	O	
originale	O	O	
e	O	O	
profonda	O	O	
.	O	O	

Sono	O	O	
una	O	O	
rovina	O	O	
,	O	O	
e	O	O	
brutta	O	O	
,	O	O	
che	O	O	
per	O	O	
le	O	O	
rovine	O	O	
è	O	O	
il	O	O	
peggio	O	O	
.	O	O	

C	O	O	
'	O	O	
è	O	O	
qui	O	O	
,	O	O	
sulla	O	O	
fine	O	O	
di	O	O	
un	B-LOC	O	
campo	I-LOC	O	
,	O	O	
lungo	B-FAC	O	
la	I-FAC	O	
strada	I-FAC	O	
maestra	I-FAC	O	
,	O	O	
una	B-FAC	O	
casupola	I-FAC	O	
ad	I-FAC	O	
uscio	I-FAC	O	
e	I-FAC	O	
tetto	I-FAC	O	
,	O	O	
ma	O	O	
coll	O	O	
'	O	O	
uscio	O	O	
sfondato	O	O	
e	O	O	
il	O	O	
tetto	O	O	
crollato	O	O	
.	O	O	

Corse	O	O	
un	O	O	
giorno	O	O	
la	O	O	
voce	O	O	
che	O	O	
là	O	O	
dentro	O	O	
si	O	O	
fosse	O	O	
veduta	O	O	
la	B-PER	O	
Madonna	I-PER	O	
;	O	O	
e	O	O	
non	O	O	
mancava	O	O	
la	B-PER	O	
ragazzina	I-PER	O	
innocente	I-PER	O	
per	O	O	
dar	O	O	
fede	O	O	
al	O	O	
miracolo	O	O	
.	O	O	

Ma	O	O	
che	O	O	
vuoi	O	O	
?	O	O	

il	O	O	
miracolo	O	O	
non	O	O	
ha	O	O	
potuto	O	O	
attecchire	O	O	
,	O	O	
come	O	O	
attecchivano	O	O	
le	O	O	
ortiche	O	O	
,	O	O	
in	O	O	
quel	O	O	
cumulo	O	O	
di	O	O	
macerie	O	O	
così	O	O	
poco	O	O	
romantiche	O	O	
.	O	O	

Poesia	O	O	
,	O	O	
voleva	O	O	
essere	O	O	
;	O	O	
e	O	O	
qui	O	O	
non	O	O	
c	O	O	
'	O	O	
è	O	O	
poesia	O	O	
.	O	O	

Tanto	O	O	
meglio	O	O	
per	O	O	
me	O	O	
.	O	O	

Questa	O	O	
vita	O	O	
vegetativa	O	O	
mi	O	O	
conviene	O	O	
benissimo	O	O	
.	O	O	

Leggo	O	O	
poco	O	O	
;	O	O	
a	O	O	
mala	O	O	
pena	O	O	
giornali	O	O	
,	O	O	
e	O	O	
nei	O	O	
giornali	O	O	
solamente	O	O	
i	O	O	
telegrammi	O	O	
,	O	O	
per	O	O	
tenermi	O	O	
in	O	O	
comunione	O	O	
di	O	O	
noie	O	O	
con	O	O	
l	B-GPE	O	
'	I-GPE	O	
Europa	I-GPE	O	
.	O	O	

Gli	O	O	
eventi	O	O	
politici	O	O	
son	O	O	
grigi	O	O	
,	O	O	
come	O	O	
il	O	O	
mio	O	O	
spirito	O	O	
,	O	O	
e	O	O	
mi	O	O	
fanno	O	O	
dormire	O	O	
.	O	O	

Ma	O	O	
che	O	O	
follia	O	O	
,	O	O	
nel	O	O	
dormire	O	O	
!	O	O	

Sogno	O	O	
ancora	O	O	
qualche	O	O	
volta	O	O	
,	O	O	
vedendo	O	O	
la	B-PER	O	
bella	I-PER	O	
inglesina	I-PER	O	
.	O	O	

Te	O	O	
ne	O	O	
rammenti	O	O	
,	O	O	
dell	O	O	
'	O	O	
inglesina	B-PER	O	
dei	O	O	
miei	O	O	
sogni	O	O	
d	O	O	
'	O	O	
adolescente	O	O	
,	O	O	
che	O	O	
soleva	O	O	
ritornare	O	O	
a	O	O	
punti	O	O	
di	O	O	
luna	B-LOC	O	
nei	O	O	
miei	O	O	
sogni	O	O	
di	O	O	
giovinetto	B-PER	O	
?	O	O	

C	O	O	
'	O	O	
era	O	O	
,	O	O	
obbligata	O	O	
in	O	O	
chiave	O	O	
,	O	O	
la	B-FAC	O	
strada	I-FAC	O	
polverosa	I-FAC	O	
,	I-FAC	O	
bianca	I-FAC	O	
,	I-FAC	O	
abbagliante	I-FAC	O	
,	O	O	
sotto	O	O	
la	O	O	
sferza	O	O	
del	O	O	
sol	O	O	
di	O	O	
giugno	O	O	
;	O	O	
la	B-VEH	O	
grossa	I-VEH	O	
berlina	I-VEH	O	
a	I-VEH	O	
tre	I-VEH	O	
cavalli	I-VEH	O	
,	O	O	
coi	O	O	
bauli	O	O	
dietro	O	O	
e	O	O	
il	O	O	
postiglione	O	O	
alto	O	O	
a	O	O	
cassetta	O	O	
;	O	O	
lei	O	O	
,	O	O	
l	B-PER	O	
'	I-PER	O	
inglesina	I-PER	O	
,	O	O	
accanto	O	O	
al	O	O	
suo	B-PER	O	
babbo	I-PER	O	
,	O	O	
vecchio	O	O	
muso	O	O	
di	O	O	
cartapecora	O	O	
,	O	O	
miniato	O	O	
liberalmente	O	O	
di	O	O	
rosso	O	O	
tra	O	O	
due	O	O	
fedinoni	O	O	
grigi	O	O	
,	O	O	
ma	O	O	
sempre	O	O	
mezzo	O	O	
nascosto	O	O	
nell	O	O	
'	O	O	
ombra	O	O	
,	O	O	
dall	O	O	
altra	O	O	
parte	O	O	
della	O	O	
carrozza	B-VEH	O	
,	O	O	
per	O	O	
comodo	O	O	
della	O	O	
mia	O	O	
prospettiva	O	O	
amorosa	O	O	
;	O	O	
mentre	O	O	
lei	O	O	
,	O	O	
dolce	B-PER	O	
creatura	I-PER	O	
bionda	I-PER	O	
,	O	O	
si	O	O	
vedeva	O	O	
tutta	O	O	
quanta	O	O	
allo	O	O	
sportello	O	O	
,	O	O	
intesa	O	O	
a	O	O	
ricambiare	O	O	
d	O	O	
'	O	O	
uno	O	O	
sguardo	O	O	
pietoso	O	O	
il	O	O	
mio	O	O	
gesto	O	O	
e	O	O	
il	O	O	
mio	O	O	
grido	O	O	
di	O	O	
supplicante	O	O	
.	O	O	

Cara	B-PER	O	
inglesina	I-PER	O	
del	O	O	
sogno	O	O	
ricorrente	O	O	
!	O	O	

Tu	O	O	
raffiguravi	O	O	
il	O	O	
divino	O	O	
ideale	O	O	
,	O	O	
che	O	O	
passa	O	O	
sempre	O	O	
a	O	O	
galoppo	O	O	
,	O	O	
che	O	O	
se	O	O	
ne	O	O	
va	O	O	
